key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
323,"shadow wolf",0,"shadow wolves",0,0,1,0,0,"ModelChara#3821","MoveControl#2","",45,70,70,1,2,"MountCustomize#125","music/ffxiv/BGM_Ride_Kgreen.scd","SE_Bt_Etc_Mount_KageOh_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_KageOh_bye",20,10,False,True,0,0,0,0,259,"ui/icon/004000/004261.tex",3580,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#20","TiltParam#41",False,"TiltParam#42",False
324,"magicked children's bed",0,"magicked children's beds",0,0,1,0,0,"ModelChara#3860","MoveControl#2","",45,85,85,1,0,"MountCustomize#41","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_BedKusocho_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_BedKusocho_bye",0,10,False,False,0,0,0,0,260,"ui/icon/004000/004262.tex",16091,100,True,0,0,70,0,"MountAction#0",True,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#18","TiltParam#37",False,"TiltParam#37",False
325,"lynx of fallen shadow",0,"lynxes of fallen shadow",0,0,1,0,0,"ModelChara#3859","MoveControl#2","",45,70,70,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_Golbez.scd","SE_Bt_Etc_Mount_Maju_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Maju_bye",20,10,False,True,0,0,0,0,261,"ui/icon/004000/004263.tex",30405,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#9","TiltParam#21","TiltParam#41",False,"TiltParam#42",False
326,"Torgal",0,"Torgals",0,0,1,0,1,"ModelChara#3972","MoveControl#2","",45,70,70,1,2,"MountCustomize#132","music/ffxiv/BGM_Ride_SXT01.scd","SE_Bt_Etc_Mount_SXT_call","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_Mount_SXT_bye",20,10,False,True,0,0,0,0,264,"ui/icon/004000/004266.tex",40020,100,True,0,0,60,0,"MountAction#67",False,True,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#19","TiltParam#41",False,"TiltParam#42",False
327,"Ark",0,"Arks",0,1,1,0,0,"ModelChara#3973","MoveControl#2","",45,15,15,1,2,"MountCustomize#135","music/ffxiv/BGM_Ride_Ark.scd","SE_Bt_Etc_Mount_CEArk_call","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_Mount_CEArk_bye",0,10,False,False,0,0,0,0,265,"ui/icon/004000/004267.tex",11110,100,False,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#17","TiltParam#18","TiltParam#37",False,"TiltParam#37",False
328,"apocryphal Bahamut",0,"apocryphal Bahamuts",0,1,1,0,0,"ModelChara#3974","MoveControl#2","",15,70,70,1,2,"MountCustomize#134","music/ffxiv/BGM_Ride_FF4Baha.scd","SE_Bt_Etc_Mount_FF4-Bahamut_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_FF4-Bahamut_bye",20,10,False,True,0,0,0,0,266,"ui/icon/004000/004268.tex",30450,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#16","TiltParam#17","TiltParam#37",False,"TiltParam#37",False
329,"crescent moon",0,"crescent moons",0,0,1,0,0,"ModelChara#3975","MoveControl#2","",45,70,70,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_Kyellow.scd","SE_Bt_Etc_Mount_Tsuki_to_Leporrit_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Tsuki_to_Leporrit_bye",20,10,False,True,0,0,0,0,267,"ui/icon/004000/004269.tex",16150,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#22","TiltParam#37",False,"TiltParam#37",False
330,"Rhiyes",0,"Rhiyeses",0,0,1,0,0,"ModelChara#3976","MoveControl#2","",45,70,70,1,2,"MountCustomize#133","music/ffxiv/BGM_Ride_FGS01.scd","SE_Bt_Etc_Mount_FGS_call","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_Mount_FGS_bye",0,10,False,False,0,0,0,0,268,"ui/icon/004000/004270.tex",40900,100,False,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#19","TiltParam#37",False,"TiltParam#37",False
331,"oppressor",0,"oppressors",0,1,1,0,0,"ModelChara#3977","MoveControl#2","",45,15,15,1,2,"MountCustomize#131","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_Yosai_2soku_call","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_Mount_Yosai_2soku_bye",0,10,False,True,0,0,0,0,269,"ui/icon/004000/004271.tex",10620,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#37",False,"TiltParam#37",False
332,"lynx of abyssal grief",0,"lynxes of abyssal grief",0,0,1,0,0,"ModelChara#4015","MoveControl#2","",45,70,70,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_Zerom.scd","SE_Bt_Etc_Mount_Maju_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Maju_bye",20,10,False,True,0,0,0,0,270,"ui/icon/004000/004272.tex",30406,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#9","TiltParam#21","TiltParam#41",False,"TiltParam#42",False
333,"sabotender de la luna",0,"sabotenders de la luna",0,0,1,0,0,"ModelChara#3743","MoveControl#2","",45,70,70,1,2,"MountCustomize#130","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_UchuSaboten_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_UchuSaboten_bye",20,10,False,True,0,0,0,0,271,"ui/icon/004000/004273.tex",1081,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#19","TiltParam#39",False,"TiltParam#38",False
334,"spectral Statice",0,"spectral Statices",0,0,1,1,0,"ModelChara#3978","MoveControl#2","",45,70,70,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_VVD05.scd","SE_Bt_Etc_Mount_Nimue_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Nimue_bye",20,10,False,True,65537,65537,65537,0,272,"ui/icon/004000/004274.tex",5070,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#21","TiltParam#37",False,"TiltParam#37",False
335,"Garlond GL-IIT",0,"Garlond GL-IITs",0,0,1,0,0,"ModelChara#4012","MoveControl#2","",20,15,15,1,2,"MountCustomize#136","music/ffxiv/BGM_Ride_MJI.scd","SE_Bt_Etc_Mount_TractorBike_call","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_Mount_TractorBike_bye",0,10,False,True,0,0,0,0,273,"ui/icon/004000/004275.tex",10191,100,True,0,0,60,1,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#19","TiltParam#39",False,"TiltParam#40",False
336,"Peatie",0,"Peaties",0,0,1,0,1,"ModelChara#4013","MoveControl#4","",45,15,15,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_GuuBooWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GuuBooBye",15,9,False,True,0,0,0,0,274,"ui/icon/004000/004276.tex",1002,100,True,0,0,60,0,"MountAction#66",False,True,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#19","TiltParam#39",False,"TiltParam#40",False
337,"",0,"",0,0,0,0,0,"ModelChara#0","MoveControl#0","",0,0,0,0,0,"MountCustomize#0","","","","",0,0,False,False,0,0,0,0,0,,0,0,False,0,0,0,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#0","TiltParam#0",False,"TiltParam#0",False
338,"quaqua",0,"quaquas",0,0,1,0,0,"ModelChara#4011","MoveControl#2","",45,70,70,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_VVD06.scd","SE_Bt_Etc_Mount_SenreijuCu_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_SenreijuCu_bye",20,10,False,True,0,0,0,0,276,"ui/icon/004000/004278.tex",3590,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#9","TiltParam#19","TiltParam#39",False,"TiltParam#42",False
339,"island Peerifool",0,"island Peerifools",0,1,1,0,0,"ModelChara#4020","MoveControl#2","",45,15,15,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_MJI.scd","SE_Bt_Etc_Mount_Mandragora_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Mandragora_bye",20,10,False,True,0,0,0,0,277,"ui/icon/004000/004279.tex",1156,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#41",False,"TiltParam#40",False
340,"island adenium",0,"island adeniums",0,1,1,0,0,"ModelChara#4021","MoveControl#2","",45,15,15,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_MJI.scd","SE_Bt_Etc_Mount_Mandragora_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Mandragora_bye",20,10,False,True,0,0,0,0,278,"ui/icon/004000/004280.tex",1157,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#41",False,"TiltParam#40",False
341,"",0,"",0,0,1,0,0,"ModelChara#4013","MoveControl#4","",45,15,15,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_GuuBooWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GuuBooBye",15,9,False,True,0,0,0,0,-1,,0,100,False,0,0,60,0,"MountAction#65",False,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#19","TiltParam#39",False,"TiltParam#40",False
342,"ty'aitya",0,"ty'aitya",0,0,1,0,0,"ModelChara#4060","MoveControl#2","",45,70,70,1,2,"MountCustomize#138","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_BladeMomonga_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_BladeMomonga_bye",20,10,False,True,0,0,0,0,280,"ui/icon/004000/004292.tex",3600,100,True,0,0,60,0,"MountAction#69",False,True,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#23","TiltParam#41",False,"TiltParam#42",False
343,"air-wheeler A9",0,"air-wheeler A9s",0,1,1,0,0,"ModelChara#4061","MoveControl#2","",45,70,70,1,2,"MountCustomize#139","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_9thAirBike_call","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_Mount_9thAirBike_bye",0,10,False,True,0,0,0,0,281,"ui/icon/004000/004281.tex",10210,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#10","TiltParam#24","TiltParam#41",False,"TiltParam#40",False
344,"alpaca",0,"alpacas",0,1,1,0,0,"ModelChara#4073","MoveControl#2","",45,70,70,1,2,"MountCustomize#137","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_Alpaca_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Alpaca_bye",20,10,False,True,0,0,0,0,279,"ui/icon/004000/004282.tex",3610,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#41",False,"TiltParam#40",False
345,"wings of ruin",0,"wings of ruin",0,0,1,0,0,"ModelChara#4074","MoveControl#2","",45,70,70,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_Valigarmanda.scd","SE_Bt_Etc_Mount_Wing_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Wing_bye",0,10,False,True,0,0,0,0,282,"ui/icon/004000/004283.tex",30500,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#21","TiltParam#37",False,"TiltParam#37",False
346,"wings of resolve",0,"wings of resolve",0,0,1,0,0,"ModelChara#4075","MoveControl#2","",45,70,70,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_Zoraalja.scd","SE_Bt_Etc_Mount_Wing_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Wing_bye",0,10,False,True,0,0,0,0,283,"ui/icon/004000/004284.tex",30501,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#21","TiltParam#37",False,"TiltParam#37",False
347,"outrunner",0,"outrunners",0,1,1,0,0,"ModelChara#4076","MoveControl#2","",45,15,15,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_Guideroid_call","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_Mount_Guideroid_bye",0,10,False,True,0,0,0,0,284,"ui/icon/004000/004285.tex",11120,100,True,0,0,60,0,"MountAction#68",True,True,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#21","TiltParam#39",False,"TiltParam#38",False
348,"mehwapyarra",0,"mehwapyarras",0,0,1,0,0,"ModelChara#4077","MoveControl#2","",45,70,70,1,2,"MountCustomize#141","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_Capybara_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Capybara_bye",20,10,False,True,0,0,0,0,285,"ui/icon/004000/004286.tex",3620,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#9","TiltParam#21","TiltParam#39",False,"TiltParam#38",False
349,"monowheel S1",0,"monowheels S1",0,0,1,0,0,"ModelChara#4078","MoveControl#2","",45,15,15,1,2,"MountCustomize#140","music/ffxiv/BGM_Ride_Arcadia.scd","SE_Bt_Etc_Mount_MonoBike_call","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_Mount_MonoBike_bye",0,10,False,False,0,0,0,0,286,"ui/icon/004000/004287.tex",10220,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#9","TiltParam#19","TiltParam#39",False,"TiltParam#38",False
350,"rroneek",0,"rroneek",0,0,1,0,0,"ModelChara#4231","MoveControl#2","",45,70,70,1,2,"MountCustomize#124","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_AmericanBison_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_AmericanBison_bye",20,10,False,True,0,0,0,0,287,"ui/icon/004000/004288.tex",3630,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#41",False,"TiltParam#40",False
351,"Ullr",0,"Ullr",0,1,1,0,1,"ModelChara#4232","MoveControl#2","",45,15,50,1,2,"MountCustomize#25","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_ArmoredWyvern_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_ArmoredWyvern_bye",20,20,False,True,0,0,0,0,288,"ui/icon/004000/004289.tex",1021,100,True,9,3,100,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#21","TiltParam#39",False,"TiltParam#38",False
352,"qeziigural",0,"qeziigurals",0,0,1,0,0,"ModelChara#4233","MoveControl#2","",45,15,70,1,2,"MountCustomize#88","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_PteranodonRock_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_PteranodonRock_bye",20,10,False,True,0,0,0,0,289,"ui/icon/004000/004290.tex",5080,100,True,0,0,40,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#22","TiltParam#41",False,"TiltParam#40",False
353,"automatoise",0,"automatoises",0,1,1,0,0,"ModelChara#4234","MoveControl#2","",45,15,15,1,0,"MountCustomize#15","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_AdamanCyber_call","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_Mount_AdamanCyber_bye",5,3,False,True,0,0,0,0,290,"ui/icon/004000/004291.tex",3271,65,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#0","TiltParam#37",False,"TiltParam#37",False
354,"mountain zu",0,"mountain zu",0,0,1,0,0,"ModelChara#4276","MoveControl#2","",45,15,60,1,2,"MountCustomize#27","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_ZooWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ZooBye",20,20,False,True,0,0,0,0,291,"ui/icon/004000/004293.tex",1032,55,True,9,3,55,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#8","TiltParam#21","TiltParam#41",False,"TiltParam#40",False
355,"",0,"",0,0,1,0,0,"ModelChara#4073","MoveControl#2","",45,70,70,1,2,"MountCustomize#137","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_Alpaca_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Alpaca_bye",20,10,False,True,0,0,0,0,-1,,0,100,False,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#41",False,"TiltParam#40",False
356,"barreltender",0,"barreltenders",0,0,1,0,0,"ModelChara#4330","MoveControl#2","",45,70,70,1,2,"MountCustomize#144","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_MachoSaboten_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_MachoSaboten_bye",20,10,False,True,0,0,0,0,292,"ui/icon/004000/004294.tex",1082,100,True,0,0,60,0,"MountAction#74",False,True,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#37",False,"TiltParam#37",False
357,"eggeater",0,"eggeaters",0,1,1,0,0,"ModelChara#4331","MoveControl#2","",45,70,70,1,2,"MountCustomize#146","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_Arikui_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Arikui_bye",20,10,False,True,0,0,0,0,306,"ui/icon/004000/004306.tex",1200,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#18","TiltParam#0",False,"TiltParam#0",False
358,"punutiy",0,"punutiys",0,0,1,0,0,"ModelChara#4332","MoveControl#2","",45,70,70,1,2,"MountCustomize#145","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_BigManatee_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_BigManatee_bye",20,10,False,True,0,0,0,0,294,"ui/icon/004000/004296.tex",7140,100,True,0,0,60,0,"MountAction#72",True,True,False,False,False,80,80,False,False,"TiltParam#16","TiltParam#27","TiltParam#39",False,"TiltParam#38",False
359,"",0,"",0,0,0,0,0,"ModelChara#0","MoveControl#0","",0,0,0,0,0,"MountCustomize#0","","","","",0,0,False,False,0,0,0,0,0,,0,0,False,0,0,0,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#0","TiltParam#0",False,"TiltParam#0",False
360,"shroud of Darkness",0,"shrouds of Darkness",0,0,1,0,0,"ModelChara#4334","MoveControl#2","",45,15,15,1,0,"MountCustomize#143","music/ffxiv/BGM_Ride_CT71.scd","SE_Bt_Etc_Mount_KurayamiKumo_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_KurayamiKumo_bye",0,10,False,False,0,0,0,0,296,"ui/icon/004000/004298.tex",16160,100,True,0,0,70,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#16","TiltParam#19","TiltParam#37",False,"TiltParam#37",False
361,"dais of Darkness",0,"daises of Darkness",0,0,1,0,0,"ModelChara#4335","MoveControl#2","",45,15,15,1,2,"MountCustomize#149","music/ffxiv/BGM_Ride_CT71.scd","SE_Bt_Etc_Mount_AnkokuTenku_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_AnkokuTenku_bye",0,10,False,True,0,0,0,0,297,"ui/icon/004000/004299.tex",16170,100,True,0,0,70,0,"MountAction#73",True,True,False,False,False,80,80,False,False,"TiltParam#16","TiltParam#17","TiltParam#37",False,"TiltParam#37",False
362,"hovering hot pot",0,"hovering hot pots",0,0,1,0,0,"ModelChara#4380","MoveControl#2","",5,15,15,1,2,"MountCustomize#0","music/ffxiv/BGM_Ride_CHS71.scd","SE_Bt_Etc_Mount_Hinabe_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Hinabe_bye",0,10,False,False,0,0,0,0,298,"ui/icon/004000/004300.tex",16180,100,False,0,0,100,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#16","TiltParam#17","TiltParam#37",False,"TiltParam#37",False
363,"wings of eternity",0,"wings of eternity",0,0,1,0,0,"ModelChara#4381","MoveControl#2","",45,70,70,1,2,"MountCustomize#1","music/ffxiv/BGM_Ride_Queen.scd","SE_Bt_Etc_Mount_Wing_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_Wing_bye",0,10,False,True,0,0,0,0,299,"ui/icon/004000/004301.tex",30502,100,True,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,False,"TiltParam#18","TiltParam#21","TiltParam#37",False,"TiltParam#37",False
364,"vacuum suit",0,"vacuum suits",0,0,1,0,0,"ModelChara#4382","MoveControl#2","",45,15,15,1,2,"MountCustomize#151","music/ffxiv/BGM_Ride_WKS01.scd","SE_Bt_Etc_Mount_WKSMech1_call","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_Mount_WKSMech1_bye",0,10,False,True,0,0,0,0,300,"ui/icon/004000/004302.tex",10250,100,True,0,0,70,0,"MountAction#75",False,True,False,False,False,80,80,False,False,"TiltParam#30","TiltParam#23","TiltParam#41",False,"TiltParam#40",False
365,"venturous kamuy",0,"venturous kamuy",0,0,1,0,0,"ModelChara#4383","MoveControl#2","",45,85,85,1,0,"MountCustomize#44","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,301,"ui/icon/004000/004303.tex",30210,100,True,0,0,70,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#9","TiltParam#19","TiltParam#41",False,"TiltParam#42",False
366,"",0,"",0,0,0,0,0,"ModelChara#0","MoveControl#0","",0,0,0,0,0,"MountCustomize#0","","","","",0,0,False,False,0,0,0,0,0,,0,0,False,0,0,0,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#0","TiltParam#0",False,"TiltParam#0",False
367,"",0,"",0,0,0,0,0,"ModelChara#0","MoveControl#0","",0,0,0,0,0,"MountCustomize#0","","","","",0,0,False,False,0,0,0,0,0,,0,0,False,0,0,0,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#0","TiltParam#0",False,"TiltParam#0",False
368,"CHL P-0005",0,"CHL P-0005",0,0,1,0,0,"ModelChara#4705","MoveControl#6","",45,15,15,1,2,"MountCustomize#0","","","","",0,10,False,True,0,0,0,0,-1,,0,100,False,0,0,100,0,"MountAction#70",False,False,False,False,False,80,80,False,False,"TiltParam#30","TiltParam#23","TiltParam#41",False,"TiltParam#40",False
369,"",0,"",0,0,1,0,0,"ModelChara#4332","MoveControl#2","",45,70,70,1,2,"MountCustomize#145","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_Mount_BigManatee_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_BigManatee_bye",20,10,False,True,0,0,0,0,-1,,0,100,False,0,0,60,0,"MountAction#71",True,False,False,False,False,80,80,False,False,"TiltParam#16","TiltParam#27","TiltParam#39",False,"TiltParam#38",False
370,"",0,"",0,0,1,0,0,"ModelChara#4420","MoveControl#2","",45,15,15,0,0,"MountCustomize#0","","","","",0,10,False,True,0,0,0,0,-1,,0,100,False,0,0,100,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#0","TiltParam#41",False,"TiltParam#37",False
371,"",0,"",0,0,0,0,0,"ModelChara#0","MoveControl#0","",0,0,0,0,0,"MountCustomize#0","","","","",0,0,False,False,0,0,0,0,0,,0,0,False,0,0,0,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#0","TiltParam#0",False,"TiltParam#0",False
372,"demon haul",0,"demon hauls",0,0,1,0,0,"ModelChara#4430","MoveControl#2","",45,70,70,1,2,"MountCustomize#155","music/ffxiv/BGM_Ride_MKD01.scd","SE_Bt_Etc_Mount_DemonWallMKD_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_DemonWallMKD_call_bye",0,0,False,False,0,0,0,0,307,"ui/icon/004000/004307.tex",7150,100,False,0,0,60,0,"MountAction#0",True,False,False,False,False,80,80,False,True,"TiltParam#16","TiltParam#17","TiltParam#37",False,"TiltParam#37",False
373,"petalodus",0,"petalodus",0,0,1,0,0,"ModelChara#4431","MoveControl#2","",45,70,70,1,2,"MountCustomize#156","music/ffxiv/BGM_Ride_MKD01.scd","SE_Bt_Etc_Mount_SameNingen_call","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Mount_SameNingen_bye",20,10,False,True,0,0,0,0,308,"ui/icon/004000/004308.tex",1210,100,True,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#19","TiltParam#39",False,"TiltParam#40",False
374,"snowstreamer",0,"snowstreamers",0,0,1,0,0,"ModelChara#4432","MoveControl#2","",45,15,15,1,2,"MountCustomize#96","music/ffxiv/BGM_Ride_EX4Common.scd","SE_Bt_Etc_SnowmanWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SnowmanBye",0,10,False,False,0,0,0,0,293,"ui/icon/004000/004305.tex",15010,100,False,0,0,60,0,"MountAction#0",False,False,False,False,False,80,80,False,False,"TiltParam#8","TiltParam#19","TiltParam#37",False,"TiltParam#37",False
375,"",0,"",0,0,0,0,0,"ModelChara#0","MoveControl#0","",0,0,0,0,0,"MountCustomize#0","","","","",0,0,False,False,0,0,0,0,0,,0,0,False,0,0,0,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#0","TiltParam#0",False,"TiltParam#0",False
376,"",0,"",0,0,0,0,0,"ModelChara#0","MoveControl#0","",0,0,0,0,0,"MountCustomize#0","","","","",0,0,False,False,0,0,0,0,0,,0,0,False,0,0,0,0,"MountAction#0",False,False,False,False,False,0,0,False,False,"TiltParam#0","TiltParam#0","TiltParam#0",False,"TiltParam#0",False
